Entity,Code,Date,Total_tests_per_thousand,Total_tests_per_million,Number_of_tests_per_confirmed_case
Bulgaria,BGR,"May 3, 2020",6.997,6997.000,30.501
Bulgaria,BGR,"May 4, 2020",7.073,7073.000,30.374
Bulgaria,BGR,"May 5, 2020",7.239,7239.000,30.45
Bulgaria,BGR,"May 6, 2020",7.45,7450.00,30.65
Bulgaria,BGR,"May 7, 2020",7.618,7618.000,29.77
Bulgaria,BGR,"May 8, 2020",7.819,7819.000,29.704
Bulgaria,BGR,"May 9, 2020",8.074,8074.000,29.359
Bulgaria,BGR,"May 10, 2020",8.237,8237.000,29.274
Bulgaria,BGR,"May 11, 2020",8.295,8295.000,29.33
Bulgaria,BGR,"May 12, 2020",8.45,8450.00,29.504
Canada,CAN,"Mar 18, 2020",1.43,1430.00,94.859
Canada,CAN,"Mar 19, 2020",1.456,1456.000,79.646
Canada,CAN,"Mar 20, 2020",2.035,2035.000,90.797
Canada,CAN,"Mar 21, 2020",2.355,2355.000,91.538
Canada,CAN,"Mar 22, 2020",2.618,2618.000,75.902
Canada,CAN,"Mar 23, 2020",2.839,2839.000,74.928
Canada,CAN,"Mar 24, 2020",3.314,3314.000,75.979
Canada,CAN,"Mar 25, 2020",3.766,3766.000,72.565
Canada,CAN,"Mar 26, 2020",4.282,4282.000,47.741
Canada,CAN,"Mar 27, 2020",4.521,4521.000,42.47
Canada,CAN,"Mar 28, 2020",4.881,4881.000,39.401
Canada,CAN,"Mar 29, 2020",5.576,5576.000,39.071
Canada,CAN,"Mar 30, 2020",6.389,6389.000,38.551
Canada,CAN,"Apr 1, 2020",6.808,6808.000,30.1
Canada,CAN,"Apr 2, 2020",7.105,7105.000,27.947
Canada,CAN,"Apr 3, 2020",7.818,7818.000,26.186
Canada,CAN,"Apr 4, 2020",8.266,8266.000,24.92
Canada,CAN,"Apr 5, 2020",8.872,8872.000,24.121
Canada,CAN,"Apr 6, 2020",8.924,8924.000,21.735
Canada,CAN,"Apr 7, 2020",9.181,9181.000,20.807
Canada,CAN,"Apr 8, 2020",9.519,9519.000,20.09
Canada,CAN,"Apr 9, 2020",9.898,9898.000,19.383
Canada,CAN,"Apr 10, 2020",10.156,10156.000,18.475
Canada,CAN,"Apr 11, 2020",10.639,10639.000,18.143
Canada,CAN,"Apr 12, 2020",10.721,10721.000,17.366
Canada,CAN,"Apr 13, 2020",11.364,11364.000,17.604
Canada,CAN,"Apr 14, 2020",11.942,11942.000,17.563
Canada,CAN,"Apr 15, 2020",12.25,12250.00,17.095
Canada,CAN,"Apr 16, 2020",12.905,12905.000,17.172
Canada,CAN,"Apr 17, 2020",13.327,13327.000,16.722
Canada,CAN,"Apr 18, 2020",13.677,13677.000,16.197
Canada,CAN,"Apr 19, 2020",14.203,14203.000,16.078
Canada,CAN,"Apr 20, 2020",14.72,14720.00,15.975
Canada,CAN,"Apr 21, 2020",14.995,14995.000,15.369
Canada,CAN,"Apr 22, 2020",15.271,15271.000,15.004
Canada,CAN,"Apr 23, 2020",16.43,16430.00,15.433
Canada,CAN,"Apr 24, 2020",17.047,17047.000,15.283
Canada,CAN,"Apr 25, 2020",17.74,17740.00,15.26
Canada,CAN,"Apr 26, 2020",18.326,18326.000,15.255
Canada,CAN,"Apr 27, 2020",19.009,19009.000,15.303
Canada,CAN,"Apr 28, 2020",19.629,19629.000,15.279
Canada,CAN,"Apr 29, 2020",20.095,20095.000,15.164
Canada,CAN,"Apr 30, 2020",20.886,20886.000,15.281
Canada,CAN,"May 1, 2020",22.05,22050.00,15.633
Canada,CAN,"May 3, 2020",23.674,23674.000,15.754
Canada,CAN,"May 4, 2020",24.359,24359.000,15.458
Canada,CAN,"May 5, 2020",24.921,24921.000,15.477
Canada,CAN,"May 6, 2020",24.973,24973.000,15.191
Canada,CAN,"May 7, 2020",26.545,26545.000,15.779
Canada,CAN,"May 8, 2020",27.344,27344.000,15.896
Canada,CAN,"May 9, 2020",28.287,28287.000,16.07
Canada,CAN,"May 10, 2020",28.966,28966.000,16.148
Canada,CAN,"May 11, 2020",29.647,29647.000,16.252
Canada,CAN,"May 12, 2020",30.356,30356.000,16.371
Chile,CHL,"Apr 1, 2020",1.99,1990.00,13.893
Chile,CHL,"Apr 2, 2020",2.13,2130.00,13.436
Chile,CHL,"Apr 3, 2020",2.309,2309.000,12.964
Chile,CHL,"Apr 4, 2020",2.543,2543.000,13.009
Chile,CHL,"Apr 5, 2020",2.718,2718.000,12.486
Chile,CHL,"Apr 6, 2020",2.87,2870.00,12.271
Chile,CHL,"Apr 7, 2020",2.988,2988.000,11.863
Chile,CHL,"Apr 8, 2020",3.159,3159.000,11.804
Chile,CHL,"Apr 9, 2020",3.576,3576.000,12.325
Chile,CHL,"Apr 10, 2020",3.808,3808.000,12.19
Chile,CHL,"Apr 11, 2020",3.995,3995.000,11.748
Chile,CHL,"Apr 12, 2020",4.304,4304.000,11.877
Chile,CHL,"Apr 13, 2020",4.448,4448.000,11.789
Chile,CHL,"Apr 14, 2020",4.593,4593.000,11.667
Chile,CHL,"Apr 15, 2020",4.806,4806.000,11.605
Chile,CHL,"Apr 16, 2020",5.149,5149.000,11.897
Chile,CHL,"Apr 17, 2020",5.434,5434.000,11.794
Chile,CHL,"Apr 18, 2020",5.696,5696.000,11.769
Chile,CHL,"Apr 19, 2020",5.945,5945.000,11.68
Chile,CHL,"Apr 20, 2020",6.216,6216.000,11.779
Chile,CHL,"Apr 21, 2020",6.401,6401.000,11.645
Chile,CHL,"Apr 22, 2020",6.734,6734.000,11.883
Chile,CHL,"Apr 23, 2020",7.07,7070.00,11.964
Chile,CHL,"Apr 24, 2020",7.442,7442.000,12.044
Chile,CHL,"Apr 25, 2020",7.806,7806.000,12.125
Chile,CHL,"Apr 26, 2020",8.159,8159.000,12.131
Chile,CHL,"Apr 27, 2020",8.434,8434.000,12.095
Chile,CHL,"Apr 28, 2020",8.692,8692.000,12.03
Chile,CHL,"Apr 29, 2020",9.03,9030.00,12.017
Chile,CHL,"Apr 30, 2020",9.443,9443.000,12.127
Chile,CHL,"May 1, 2020",9.91,9910.00,11.823
Chile,CHL,"May 2, 2020",10.431,10431.000,11.724
Chile,CHL,"May 3, 2020",10.788,10788.000,11.186
Chile,CHL,"May 4, 2020",11.202,11202.000,10.89
Chile,CHL,"May 5, 2020",11.618,11618.000,10.759
Chile,CHL,"May 6, 2020",12.142,12142.000,10.543
Chile,CHL,"May 7, 2020",12.776,12776.000,10.596
Chile,CHL,"May 8, 2020",13.39,13390.00,10.413
Chile,CHL,"May 9, 2020",14.014,14014.000,10.315
Chile,CHL,"May 10, 2020",14.683,14683.000,10.312
Chile,CHL,"May 11, 2020",15.383,15383.000,10.187
Chile,CHL,"May 12, 2020",15.868,15868.000,10.09
Colombia,COL,"Mar 5, 2020",0.012,12.000,810
Colombia,COL,"Mar 6, 2020",0.015,15.000,
Colombia,COL,"Mar 7, 2020",0.016,16.000,
Colombia,COL,"Mar 8, 2020",0.016,16.000,
Colombia,COL,"Mar 9, 2020",0.017,17.000,
Colombia,COL,"Mar 10, 2020",0.018,18.000,309
Colombia,COL,"Mar 11, 2020",0.022,22.000,
Colombia,COL,"Mar 12, 2020",0.027,27.000,154.778
Colombia,COL,"Mar 13, 2020",0.034,34.000,
Colombia,COL,"Mar 14, 2020",0.046,46.000,146.438
Colombia,COL,"Mar 15, 2020",0.062,62.000,93.412
Colombia,COL,"Mar 16, 2020",0.071,71.000,80.156
Colombia,COL,"Mar 17, 2020",0.077,77.000,68.965
Colombia,COL,"Mar 18, 2020",0.092,92.000,72.154
Colombia,COL,"Mar 19, 2020",0.105,105.000,52.578
Colombia,COL,"Mar 20, 2020",0.113,113.000,45.047
Colombia,COL,"Mar 21, 2020",0.119,119.000,38.38
Colombia,COL,"Mar 22, 2020",0.136,136.000,32.905
Colombia,COL,"Mar 23, 2020",0.143,143.000,31
Colombia,COL,"Mar 24, 2020",0.158,158.000,26.31
Colombia,COL,"Mar 25, 2020",0.173,173.000,23.272
Colombia,COL,"Mar 26, 2020",0.181,181.000,19.634
Colombia,COL,"Mar 27, 2020",0.186,186.000,19.32
Colombia,COL,"Mar 28, 2020",0.213,213.000,20.132
Colombia,COL,"Mar 29, 2020",0.242,242.000,20.271
Colombia,COL,"Mar 30, 2020",0.272,272.000,19.681
Colombia,COL,"Mar 31, 2020",0.351,351.000,22.385
Colombia,COL,"Apr 1, 2020",0.398,398.000,22.354
Colombia,COL,"Apr 2, 2020",0.421,421.000,20.105
Colombia,COL,"Apr 3, 2020",0.447,447.000,19.597
Colombia,COL,"Apr 4, 2020",0.471,471.000,18.934
Colombia,COL,"Apr 5, 2020",0.502,502.000,18.17
Colombia,COL,"Apr 6, 2020",0.55,550.00,18.834
Colombia,COL,"Apr 7, 2020",0.604,604.000,19.46
Colombia,COL,"Apr 8, 2020",0.665,665.000,19.021
Colombia,COL,"Apr 9, 2020",0.692,692.000,17.134
Colombia,COL,"Apr 10, 2020",0.744,744.000,17.038
Colombia,COL,"Apr 11, 2020",0.798,798.000,16.425
Colombia,COL,"Apr 12, 2020",0.821,821.000,15.423
Colombia,COL,"Apr 13, 2020",0.846,846.000,15.503
Colombia,COL,"Apr 14, 2020",0.891,891.000,15.901
Colombia,COL,"Apr 15, 2020",0.954,954.000,16.299
Colombia,COL,"Apr 16, 2020",1.022,1022.000,16.751
Colombia,COL,"Apr 17, 2020",1.091,1091.000,17.167
Colombia,COL,"Apr 18, 2020",1.158,1158.000,17.136
Colombia,COL,"Apr 19, 2020",1.232,1232.000,17.308
Colombia,COL,"Apr 20, 2020",1.279,1279.000,17.167
Colombia,COL,"Apr 21, 2020",1.343,1343.000,17.188
Colombia,COL,"Apr 22, 2020",1.403,1403.000,17.211
Colombia,COL,"Apr 23, 2020",1.471,1471.000,17.186
Colombia,COL,"Apr 24, 2020",1.533,1533.000,17.098
Colombia,COL,"Apr 25, 2020",1.593,1593.000,16.606
Colombia,COL,"Apr 26, 2020",1.712,1712.000,16.94
Colombia,COL,"Apr 27, 2020",1.786,1786.000,16.899
Colombia,COL,"Apr 28, 2020",1.869,1869.000,16.989
Colombia,COL,"Apr 29, 2020",1.968,1968.000,16.835
Colombia,COL,"Apr 30, 2020",2.057,2057.000,16.85
Colombia,COL,"May 1, 2020",2.141,2141.000,16.744
Colombia,COL,"May 2, 2020",2.252,2252.000,16.358
Colombia,COL,"May 3, 2020",2.335,2335.000,16.308
Colombia,COL,"May 4, 2020",2.418,2418.000,16.044
Colombia,COL,"May 5, 2020",2.498,2498.000,15.942
Colombia,COL,"May 6, 2020",2.577,2577.000,15.222
Colombia,COL,"May 7, 2020",2.66,2660.00,15.108
Colombia,COL,"May 8, 2020",2.746,2746.000,14.778
Colombia,COL,"May 9, 2020",2.848,2848.000,14.418
Colombia,COL,"May 10, 2020",2.975,2975.000,14.426
Colombia,COL,"May 11, 2020",3.124,3124.000,14.366
Costa Rica,CRI,"Mar 11, 2020",0.013,13.000,5.231
Costa Rica,CRI,"Mar 12, 2020",0.031,31.000,7.136
Costa Rica,CRI,"Mar 13, 2020",0.048,48.000,10.565
Costa Rica,CRI,"Mar 14, 2020",0.073,73.000,14.231
Costa Rica,CRI,"Mar 15, 2020",0.081,81.000,15.296
Costa Rica,CRI,"Mar 16, 2020",0.115,115.000,16.686
Costa Rica,CRI,"Mar 17, 2020",0.137,137.000,17.024
Costa Rica,CRI,"Mar 18, 2020",0.167,167.000,17.04
Costa Rica,CRI,"Mar 19, 2020",0.19,190.00,14.029
Costa Rica,CRI,"Mar 20, 2020",0.213,213.000,12.494
Costa Rica,CRI,"Mar 21, 2020",0.242,242.000,10.929
Costa Rica,CRI,"Mar 22, 2020",0.287,287.000,12.496
Costa Rica,CRI,"Mar 23, 2020",0.318,318.000,12.082
Costa Rica,CRI,"Mar 24, 2020",0.35,350.00,11.291
Costa Rica,CRI,"Mar 25, 2020",0.356,356.000,10.243
Costa Rica,CRI,"Mar 26, 2020",0.489,489.000,12.388
Costa Rica,CRI,"Mar 27, 2020",0.584,584.000,12.887
Costa Rica,CRI,"Mar 28, 2020",0.615,615.000,11.92
Costa Rica,CRI,"Mar 29, 2020",0.659,659.000,11.38
Costa Rica,CRI,"Mar 30, 2020",0.711,711.000,11.529
Costa Rica,CRI,"Mar 31, 2020",0.741,741.000,11.433
Costa Rica,CRI,"Apr 1, 2020",0.814,814.000,11.948
Costa Rica,CRI,"Apr 2, 2020",0.84,840.00,11.408
Costa Rica,CRI,"Apr 3, 2020",0.861,861.000,11.081
Costa Rica,CRI,"Apr 4, 2020",0.899,899.000,11.014
Costa Rica,CRI,"Apr 5, 2020",0.987,987.000,11.554
Costa Rica,CRI,"Apr 6, 2020",1.039,1039.000,11.654
Costa Rica,CRI,"Apr 7, 2020",1.07,1070.00,11.677
Costa Rica,CRI,"Apr 8, 2020",1.171,1171.000,12.346
Costa Rica,CRI,"Apr 9, 2020",1.222,1222.000,12.402
Costa Rica,CRI,"Apr 10, 2020",1.252,1252.000,11.837
Costa Rica,CRI,"Apr 11, 2020",1.283,1283.000,11.713
Costa Rica,CRI,"Apr 12, 2020",1.313,1313.000,11.594
Costa Rica,CRI,"Apr 13, 2020",1.334,1334.000,11.422
Costa Rica,CRI,"Apr 14, 2020",1.349,1349.000,11.229
Costa Rica,CRI,"Apr 15, 2020",1.387,1387.000,11.432
Costa Rica,CRI,"Apr 16, 2020",1.429,1429.000,11.628
Costa Rica,CRI,"Apr 17, 2020",1.463,1463.000,11.606
Costa Rica,CRI,"Apr 18, 2020",1.507,1507.000,11.831
Costa Rica,CRI,"Apr 19, 2020",1.517,1517.000,11.802
Costa Rica,CRI,"Apr 20, 2020",1.536,1536.000,11.858
Costa Rica,CRI,"Apr 21, 2020",1.588,1588.000,12.224
Costa Rica,CRI,"Apr 22, 2020",1.648,1648.000,12.546
Costa Rica,CRI,"Apr 23, 2020",1.697,1697.000,12.696
Costa Rica,CRI,"Apr 24, 2020",1.717,1717.000,12.734
Costa Rica,CRI,"Apr 25, 2020",1.734,1734.000,12.86
Costa Rica,CRI,"Apr 26, 2020",1.742,1742.000,12.802
Costa Rica,CRI,"Apr 27, 2020",1.753,1753.000,12.849
Costa Rica,CRI,"Apr 28, 2020",1.765,1765.000,12.897
Costa Rica,CRI,"Apr 29, 2020",1.811,1811.000,13.087
Costa Rica,CRI,"Apr 30, 2020",1.833,1833.000,13.093
Costa Rica,CRI,"May 1, 2020",1.865,1865.000,13.216
Costa Rica,CRI,"May 2, 2020",1.883,1883.000,13.232
Costa Rica,CRI,"May 3, 2020",1.907,1907.000,13.251
Costa Rica,CRI,"May 4, 2020",1.928,1928.000,13.287
Costa Rica,CRI,"May 5, 2020",1.942,1942.000,13.332
Costa Rica,CRI,"May 6, 2020",1.983,1983.000,13.379
Costa Rica,CRI,"May 7, 2020",2.037,2037.000,13.633
Costa Rica,CRI,"May 8, 2020",2.125,2125.000,14.153
Costa Rica,CRI,"May 9, 2020",2.214,2214.000,14.587
Costa Rica,CRI,"May 10, 2020",2.33,2330.00,15.215
Costa Rica,CRI,"May 11, 2020",2.353,2353.000,15.136
Costa Rica,CRI,"May 12, 2020",2.368,2368.000,15.057
Croatia,HRV,"Mar 3, 2020",0.06,60.00,30.875
Croatia,HRV,"Mar 4, 2020",0.062,62.000,28.333
Croatia,HRV,"Mar 6, 2020",0.074,74.000,30.2
Croatia,HRV,"Mar 7, 2020",0.077,77.000,28.818
Croatia,HRV,"Mar 8, 2020",0.08,80.00,27.25
Croatia,HRV,"Mar 12, 2020",0.118,118.000,30.188
Croatia,HRV,"Mar 13, 2020",0.135,135.000,22.12
Croatia,HRV,"Mar 14, 2020",0.158,158.000,20.935
Croatia,HRV,"Mar 15, 2020",0.181,181.000,20.135
Croatia,HRV,"Mar 16, 2020",0.214,214.000,18.333
Croatia,HRV,"Mar 17, 2020",0.27,270.00,19.804
Croatia,HRV,"Mar 18, 2020",0.288,288.000,17.116
Croatia,HRV,"Mar 19, 2020",0.308,308.000,15.605
Croatia,HRV,"Mar 24, 2020",0.769,769.000,10.324
Croatia,HRV,"Mar 25, 2020",0.881,881.000,9.471
Croatia,HRV,"Mar 26, 2020",1.025,1025.000,10.067
Croatia,HRV,"Mar 27, 2020",1.164,1164.000,9.653
Croatia,HRV,"Mar 28, 2020",1.27,1270.00,8.899
Croatia,HRV,"Mar 29, 2020",1.437,1437.000,8.98
Croatia,HRV,"Mar 30, 2020",1.56,1560.00,8.982
Croatia,HRV,"Mar 31, 2020",1.709,1709.000,8.88
Croatia,HRV,"Apr 1, 2020",1.871,1871.000,8.858
Croatia,HRV,"Apr 2, 2020",2.034,2034.000,8.673
Croatia,HRV,"Apr 3, 2020",2.253,2253.000,9.149
Croatia,HRV,"Apr 4, 2020",2.395,2395.000,9.113
Croatia,HRV,"Apr 5, 2020",2.642,2642.000,9.633
Croatia,HRV,"Apr 6, 2020",2.793,2793.000,9.699
Croatia,HRV,"Apr 7, 2020",3.002,3002.000,10.083
Croatia,HRV,"Apr 8, 2020",3.197,3197.000,10.238
Croatia,HRV,"Apr 9, 2020",3.332,3332.000,10.186
Croatia,HRV,"Apr 10, 2020",3.559,3559.000,10.385
Croatia,HRV,"Apr 11, 2020",3.822,3822.000,10.496
Croatia,HRV,"Apr 12, 2020",3.99,3990.00,10.679
Croatia,HRV,"Apr 13, 2020",4.333,4333.000,11.119
Croatia,HRV,"Apr 14, 2020",4.472,4472.000,11.127
Croatia,HRV,"Apr 15, 2020",4.691,4691.000,11.3
Croatia,HRV,"Apr 16, 2020",4.91,4910.00,11.578
Croatia,HRV,"Apr 17, 2020",5.104,5104.000,11.699
Croatia,HRV,"Apr 18, 2020",5.273,5273.000,11.933
Croatia,HRV,"Apr 19, 2020",5.891,5891.000,13.202
Croatia,HRV,"Apr 20, 2020",6.482,6482.000,14.222
Croatia,HRV,"Apr 22, 2020",6.726,6726.000,14.473
Croatia,HRV,"Apr 23, 2020",7.028,7028.000,14.796
Croatia,HRV,"Apr 24, 2020",7.36,7360.00,15.251
Croatia,HRV,"Apr 25, 2020",7.53,7530.00,15.387
Croatia,HRV,"Apr 26, 2020",7.703,7703.000,15.686
Croatia,HRV,"Apr 27, 2020",7.994,7994.000,16.166
Croatia,HRV,"Apr 28, 2020",8.179,8179.000,16.467
Croatia,HRV,"Apr 29, 2020",8.398,8398.000,16.842
Croatia,HRV,"Apr 30, 2020",8.993,8993.000,17.903
Croatia,HRV,"May 2, 2020",9.148,9148.000,18.013
Croatia,HRV,"May 3, 2020",9.277,9277.000,18.239
Croatia,HRV,"May 4, 2020",9.51,9510.00,18.626
Croatia,HRV,"May 5, 2020",9.737,9737.000,19.026
Croatia,HRV,"May 6, 2020",10,10000,19.438
Croatia,HRV,"May 7, 2020",10.216,10216.000,19.791
Croatia,HRV,"May 8, 2020",10.566,10566.000,20.413
Croatia,HRV,"May 9, 2020",10.771,10771.000,20.462
Croatia,HRV,"May 10, 2020",10.934,10934.000,20.628
Croatia,HRV,"May 11, 2020",11.222,11222.000,21.066
Croatia,HRV,"May 12, 2020",11.566,11566.000,21.621
Cuba,CUB,"Mar 22, 2020",0.046,46.000,20.72
Cuba,CUB,"Mar 23, 2020",0.055,55.000,17.857
Cuba,CUB,"Mar 24, 2020",0.065,65.000,18.45
Cuba,CUB,"Mar 25, 2020",0.079,79.000,18.604
Cuba,CUB,"Mar 26, 2020",0.092,92.000,18.228
Cuba,CUB,"Mar 27, 2020",0.121,121.000,20.418
Cuba,CUB,"Mar 28, 2020",0.147,147.000,20.812
Cuba,CUB,"Mar 29, 2020",0.177,177.000,16.866
Cuba,CUB,"Mar 30, 2020",0.205,205.000,16.705
Cuba,CUB,"Mar 31, 2020",0.244,244.000,16.271
Cuba,CUB,"Apr 1, 2020",0.295,295.000,17.968
Cuba,CUB,"Apr 2, 2020",0.366,366.000,19.552
Cuba,CUB,"Apr 3, 2020",0.459,459.000,22.326
Cuba,CUB,"Apr 4, 2020",0.565,565.000,23.803
Cuba,CUB,"Apr 5, 2020",0.633,633.000,24.885
Cuba,CUB,"Apr 6, 2020",0.726,726.000,25.697
Cuba,CUB,"Apr 7, 2020",0.831,831.000,26.886
Cuba,CUB,"Apr 8, 2020",0.947,947.000,27.083
Cuba,CUB,"Apr 9, 2020",1.061,1061.000,26.309
Cuba,CUB,"Apr 10, 2020",1.162,1162.000,25.557
Cuba,CUB,"Apr 11, 2020",1.329,1329.000,26.697
Cuba,CUB,"Apr 12, 2020",1.513,1513.000,27.634
Cuba,CUB,"Apr 13, 2020",1.657,1657.000,28.052
Cuba,CUB,"Apr 14, 2020",1.806,1806.000,28.169
Cuba,CUB,"Apr 15, 2020",1.928,1928.000,28.508
Cuba,CUB,"Apr 16, 2020",2.059,2059.000,28.645
Cuba,CUB,"Apr 17, 2020",2.226,2226.000,29.248
Cuba,CUB,"Apr 18, 2020",2.382,2382.000,29.233
Cuba,CUB,"Apr 19, 2020",2.525,2525.000,29.004
Cuba,CUB,"Apr 20, 2020",2.685,2685.000,29.387
Cuba,CUB,"Apr 21, 2020",2.85,2850.00,29.693
Cuba,CUB,"Apr 22, 2020",3.023,3023.000,30.117
Cuba,CUB,"Apr 23, 2020",3.19,3190.00,30.39
Cuba,CUB,"Apr 24, 2020",3.354,3354.000,30.762
Cuba,CUB,"Apr 25, 2020",3.516,3516.000,30.995
Cuba,CUB,"Apr 26, 2020",3.677,3677.000,31.153
Cuba,CUB,"Apr 27, 2020",3.841,3841.000,31.781
Cuba,CUB,"Apr 28, 2020",4.003,4003.000,32.645
Cuba,CUB,"Apr 29, 2020",4.18,4180.00,32.949
Cuba,CUB,"Apr 30, 2020",4.362,4362.000,33.68
Cuba,CUB,"May 1, 2020",4.547,4547.000,34.314
Cuba,CUB,"May 2, 2020",4.727,4727.000,34.837
Cuba,CUB,"May 3, 2020",4.904,4904.000,34.477
Cuba,CUB,"May 4, 2020",5.095,5095.000,34.998
Cuba,CUB,"May 5, 2020",5.266,5266.000,35.76
Cuba,CUB,"May 6, 2020",5.44,5440.00,36.566
Cuba,CUB,"May 7, 2020",5.612,5612.000,37.322
Cuba,CUB,"May 8, 2020",5.784,5784.000,37.888
Cuba,CUB,"May 9, 2020",5.945,5945.000,38.676
Cuba,CUB,"May 10, 2020",6.108,6108.000,39.442
Cuba,CUB,"May 11, 2020",6.282,6282.000,40.293
Czech Republic,CZE,"Mar 2, 2020",0.024,24.000,87.333
Czech Republic,CZE,"Mar 3, 2020",0.032,32.000,68
Czech Republic,CZE,"Mar 4, 2020",0.038,38.000,81.4
Czech Republic,CZE,"Mar 5, 2020",0.045,45.000,60.375
Czech Republic,CZE,"Mar 6, 2020",0.055,55.000,49.5
Czech Republic,CZE,"Mar 7, 2020",0.073,73.000,41.421
Czech Republic,CZE,"Mar 8, 2020",0.087,87.000,35.692
Czech Republic,CZE,"Mar 9, 2020",0.111,111.000,37.281
Czech Republic,CZE,"Mar 10, 2020",0.127,127.000,33.95
Czech Republic,CZE,"Mar 11, 2020",0.17,170.00,28.825
Czech Republic,CZE,"Mar 12, 2020",0.22,220.00,25.032
Czech Republic,CZE,"Mar 13, 2020",0.289,289.000,26.672
Czech Republic,CZE,"Mar 14, 2020",0.38,380.00,27.1
Czech Republic,CZE,"Mar 15, 2020",0.473,473.000,23.682
Czech Republic,CZE,"Mar 16, 2020",0.588,588.000,21.148
Czech Republic,CZE,"Mar 17, 2020",0.716,716.000,22.279
Czech Republic,CZE,"Mar 18, 2020",0.878,878.000,21.664
Czech Republic,CZE,"Mar 19, 2020",1.085,1085.000,22.259
Czech Republic,CZE,"Mar 20, 2020",1.28,1280.00,19.746
Czech Republic,CZE,"Mar 21, 2020",1.455,1455.000,17.239
Czech Republic,CZE,"Mar 22, 2020",1.623,1623.000,17.464
Czech Republic,CZE,"Mar 23, 2020",1.832,1832.000,16.845
Czech Republic,CZE,"Mar 24, 2020",2.11,2110.00,18.285
Czech Republic,CZE,"Mar 25, 2020",2.493,2493.000,19.152
Czech Republic,CZE,"Mar 26, 2020",2.907,2907.000,18.819
Czech Republic,CZE,"Mar 27, 2020",3.397,3397.000,17.64
Czech Republic,CZE,"Mar 28, 2020",3.801,3801.000,17.859
Czech Republic,CZE,"Mar 29, 2020",4.062,4062.000,16.334
Czech Republic,CZE,"Mar 30, 2020",4.558,4558.000,17.254
Czech Republic,CZE,"Mar 31, 2020",5.137,5137.000,18.327
Czech Republic,CZE,"Apr 1, 2020",5.695,5695.000,18.437
Czech Republic,CZE,"Apr 2, 2020",6.283,6283.000,18.746
Czech Republic,CZE,"Apr 3, 2020",6.926,6926.000,19.225
Czech Republic,CZE,"Apr 4, 2020",7.499,7499.000,19.166
Czech Republic,CZE,"Apr 5, 2020",7.939,7939.000,19.01
Czech Republic,CZE,"Apr 6, 2020",8.521,8521.000,19.893
Czech Republic,CZE,"Apr 7, 2020",9.215,9215.000,20.465
Czech Republic,CZE,"Apr 8, 2020",9.977,9977.000,21.297
Czech Republic,CZE,"Apr 9, 2020",10.725,10725.000,21.622
Czech Republic,CZE,"Apr 10, 2020",11.232,11232.000,21.599
Czech Republic,CZE,"Apr 11, 2020",11.684,11684.000,21.829
Czech Republic,CZE,"Apr 12, 2020",11.986,11986.000,21.748
Czech Republic,CZE,"Apr 13, 2020",12.283,12283.000,21.957
Czech Republic,CZE,"Apr 14, 2020",12.856,12856.000,22.722
Czech Republic,CZE,"Apr 15, 2020",13.634,13634.000,23.775
Czech Republic,CZE,"Apr 16, 2020",14.409,14409.000,24.482
Czech Republic,CZE,"Apr 17, 2020",15.177,15177.000,25.266
Czech Republic,CZE,"Apr 18, 2020",15.697,15697.000,25.667
Czech Republic,CZE,"Apr 19, 2020",16.073,16073.000,25.868
Czech Republic,CZE,"Apr 20, 2020",16.679,16679.000,26.318
Czech Republic,CZE,"Apr 21, 2020",17.454,17454.000,27.035
Czech Republic,CZE,"Apr 22, 2020",18.277,18277.000,27.799
Czech Republic,CZE,"Apr 23, 2020",19.015,19015.000,28.536
Czech Republic,CZE,"Apr 24, 2020",19.681,19681.000,29.321
Czech Republic,CZE,"Apr 25, 2020",20.096,20096.000,29.59
Czech Republic,CZE,"Apr 26, 2020",20.412,20412.000,29.732
Czech Republic,CZE,"Apr 27, 2020",21.134,21134.000,30.567
Czech Republic,CZE,"Apr 28, 2020",21.95,21950.00,31.557
Czech Republic,CZE,"Apr 29, 2020",22.634,22634.000,32.301
Czech Republic,CZE,"Apr 30, 2020",23.312,23312.000,32.939
Czech Republic,CZE,"May 1, 2020",23.717,23717.000,33.063
Czech Republic,CZE,"May 2, 2020",24.081,24081.000,33.331
Czech Republic,CZE,"May 3, 2020",24.424,24424.000,33.728
Czech Republic,CZE,"May 4, 2020",25.129,25129.000,34.585
Czech Republic,CZE,"May 5, 2020",26.009,26009.000,35.623
Czech Republic,CZE,"May 6, 2020",26.792,26792.000,36.336
Czech Republic,CZE,"May 7, 2020",27.477,27477.000,36.901
Czech Republic,CZE,"May 8, 2020",27.9,27900.0,37.203
Czech Republic,CZE,"May 9, 2020",28.253,28253.000,37.459
Czech Republic,CZE,"May 10, 2020",28.63,28630.00,37.875
Czech Republic,CZE,"May 11, 2020",29.334,29334.000,38.673
Denmark,DNK,"Mar 17, 2020",1.317,1317.000,8.187
Denmark,DNK,"Mar 19, 2020",1.527,1527.000,7.935
Denmark,DNK,"Mar 20, 2020",2.013,2013.000,10.128
Denmark,DNK,"Mar 21, 2020",2.132,2132.000,9.841
Denmark,DNK,"Mar 22, 2020",2.217,2217.000,9.686
Denmark,DNK,"Mar 23, 2020",2.375,2375.000,9.861
Denmark,DNK,"Mar 25, 2020",2.567,2567.000,9.346
Denmark,DNK,"Mar 26, 2020",2.759,2759.000,9.27
